,fname,x1t,y1t,x2t,x2t,x1,y1,x2,x2,iou,dx,dy,dw,dh
934,ISIC_0011097,0.2841797,0.25390625,0.60253906,0.6816406,0.25822645,0.25818485,0.65404856,0.69004667,0.7823637127876282,0.012778133,0.0063423216,0.07746273,0.004127443
935,ISIC_0011098,0.28222656,0.35742188,0.6171875,0.6748047,0.29035056,0.33119377,0.5987516,0.6651015,0.8293771743774414,0.005155951,0.017965615,0.02655989,0.01652494
936,ISIC_0011099,0.19726562,0.27734375,0.9638672,0.75390625,0.25392148,0.28159094,0.80984163,0.65240836,0.5642493367195129,0.048684835,0.04862535,0.21068144,0.10574508
937,ISIC_0011101,0.18164062,0.33789062,0.67089844,0.77246094,0.19396403,0.30060744,0.6861094,0.7261921,0.7817996144294739,0.013767183,0.041776,0.0028875768,0.008985639
938,ISIC_0011102,0.234375,0.27148438,0.8251953,0.8046875,0.262875,0.29625207,0.7875624,0.7679047,0.7855268120765686,0.0045664907,0.006007552,0.0661329,0.061550498
939,ISIC_0011107,0.11816406,0.14355469,0.8847656,0.8671875,0.0698379,0.15282553,0.89502954,0.8486211,0.8956923484802246,0.019031107,0.0046477914,0.058590055,0.027837276
940,ISIC_0011110,0.29101562,0.3623047,0.6699219,0.7080078,0.3074774,0.35823357,0.6694596,0.6782417,0.8632989525794983,0.007999748,0.0169186,0.016924083,0.025694966
941,ISIC_0011112,0.0234375,0.125,0.94628906,0.87109375,0.0512532,0.05235353,0.947066,0.89838636,0.8576130270957947,0.014296323,0.022676945,0.027038753,0.09993911
942,ISIC_0011114,0.3408203,0.32910156,0.70703125,0.71484375,0.32896662,0.30620623,0.71794915,0.6947361,0.8447645902633667,0.00046789646,0.021501482,0.022771597,0.0027877092
943,ISIC_0011115,0.40429688,0.4248047,0.5888672,0.5859375,0.4048838,0.3888213,0.6505378,0.6043085,0.5589336156845093,0.031128764,0.008806199,0.061083674,0.05435437
944,ISIC_0011117,0.13964844,0.22558594,0.8378906,0.8642578,0.37156153,0.3159464,0.6722436,0.6221605,0.20646150410175323,0.03313303,0.07586843,0.39756012,0.33245778
945,ISIC_0011118,0.3798828,0.20507812,0.7216797,0.7060547,0.3540727,0.2574676,0.7221594,0.6992991,0.8258687853813171,0.012665212,0.022816956,0.02628982,0.059145063
946,ISIC_0011119,0.30371094,0.35546875,0.7089844,0.6845703,0.30128267,0.3475548,0.718459,0.6996002,0.9080926775932312,0.003523171,0.00355798,0.011902899,0.022943854
947,ISIC_0011121,0.000976565,0.125,0.9980469,0.8730469,0.06760067,0.13483351,0.9704334,0.85863256,0.8761225342750549,0.019505322,0.0022903979,0.094237566,0.024247825
948,ISIC_0011123,0.22949219,0.26660156,0.77734375,0.79296875,0.20786953,0.29295635,0.7704573,0.7423518,0.8155274391174316,0.01425454,0.012131095,0.014736235,0.07697177
949,ISIC_0011124,0.21484375,0.2783203,0.8486328,0.7734375,0.16822866,0.2807402,0.87794244,0.76609534,0.8772386312484741,0.008652747,0.0024611354,0.075924754,0.009762049
950,ISIC_0011126,0.12792969,0.125,0.88964844,0.8730469,0.14243013,0.1452303,0.89410776,0.84301716,0.9100683331489563,0.00947988,0.0048997104,0.010041118,0.050260007
951,ISIC_0011127,0.3310547,0.32910156,0.6904297,0.7060547,0.27203295,0.32098514,0.6847261,0.70318466,0.8222340941429138,0.03236264,0.0054932237,0.053318173,0.005246401
952,ISIC_0011130,0.28125,0.3359375,0.68652344,0.6894531,0.23934819,0.31225753,0.6875601,0.7093469,0.8049347996711731,0.020432591,0.0018931031,0.04293847,0.043573737
953,ISIC_0011131,0.23046875,0.27246094,0.7314453,0.76171875,0.23650701,0.29055002,0.6951791,0.740517,0.8419961333274841,0.01511398,0.0015563369,0.042304456,0.039290816
954,ISIC_0011132,0.27148438,0.19433594,0.6699219,0.66308594,0.29332328,0.24296945,0.6550505,0.64587414,0.7802950143814087,0.0034837723,0.01571086,0.036710262,0.06584531
955,ISIC_0011135,0.3984375,0.2109375,0.84472656,0.69140625,0.35198882,0.23341069,0.784284,0.7082268,0.7272781729698181,0.053445637,0.019646883,0.013993889,0.0056526363
956,ISIC_0011136,0.27246094,0.23242188,0.6923828,0.7675781,0.23729007,0.28074586,0.72226334,0.7282835,0.7403318881988525,0.0026451647,0.004514694,0.06505138,0.08761859
957,ISIC_0011137,0.20996094,0.1953125,0.8623047,0.765625,0.23495564,0.23928252,0.8141508,0.72387576,0.7543991208076477,0.011579573,0.0011103749,0.07314861,0.08571926
958,ISIC_0011140,0.30371094,0.31054688,0.7080078,0.6064453,0.31725678,0.32315814,0.7016729,0.640893,0.8195187449455261,0.003605485,0.02352947,0.019880742,0.0218364
959,ISIC_0011143,0.35742188,0.3984375,0.49316406,0.4921875,0.3350392,0.35272586,0.57701,0.58296716,0.22838209569454193,0.030731618,0.022534013,0.10622859,0.1364913
960,ISIC_0011144,0.19140625,0.28222656,0.7373047,0.7998047,0.20689273,0.25631773,0.7482644,0.7407979,0.8064519762992859,0.013223082,0.04245782,0.004526794,0.033097982
961,ISIC_0011145,0.20800781,0.27734375,0.7001953,0.7636719,0.29350707,0.30782232,0.7118536,0.7412256,0.7211140990257263,0.0485788,0.004016161,0.073840946,0.05292484
962,ISIC_0011146,0.3359375,0.296875,0.70410156,0.6640625,0.33751994,0.30205292,0.6824493,0.65268606,0.8945851922035217,0.010034919,0.0030992627,0.023234725,0.016554356
963,ISIC_0011155,0.09570312,0.22753906,0.8769531,0.7861328,0.17860088,0.23020446,0.8706695,0.74328405,0.8136503100395203,0.03830707,0.020091683,0.08918142,0.045514166
964,ISIC_0011157,0.31933594,0.31933594,0.7392578,0.6904297,0.2761703,0.329946,0.72531193,0.6709093,0.8115872144699097,0.02855575,0.004455149,0.029219747,0.030130476
965,ISIC_0011158,0.03808594,0.15429688,0.9355469,0.8730469,0.114672065,0.148453,0.9106128,0.9093282,0.8430466651916504,0.025826037,0.015218735,0.10152018,0.042125225
966,ISIC_0011159,0.14550781,0.2109375,0.9970703,0.8730469,0.123898596,0.18405089,0.9264847,0.80695224,0.7779995203018188,0.046097398,0.04649061,0.04897642,0.039208055
967,ISIC_0011161,0.017578125,0.23535158,0.91308594,0.7607422,0.11510366,0.284603,0.8288778,0.720466,0.6612259745597839,0.006658703,0.0044876337,0.18173367,0.08952761
968,ISIC_0011162,0.2578125,0.26367188,0.7050781,0.6386719,0.2549638,0.2887669,0.71934116,0.6564542,0.8599881529808044,0.0057071447,0.021438658,0.017111748,0.0073126853
969,ISIC_0011163,0.31933594,0.34570312,0.71777344,0.65234375,0.30552834,0.33296508,0.67173094,0.67087656,0.7837572693824768,0.029925048,0.0028973818,0.032234907,0.03127086
970,ISIC_0011164,0.37890625,0.3779297,0.7080078,0.67089844,0.3686652,0.38598755,0.6713755,0.6286416,0.7174984216690063,0.023436666,0.0170995,0.026391238,0.050314695
971,ISIC_0011165,0.16894531,0.35742188,0.9189453,0.7705078,0.16711327,0.33639836,0.8356719,0.73878515,0.7833698391914368,0.04255271,0.026373088,0.0814414,0.010699153
972,ISIC_0011166,0.34277344,0.3359375,0.71191406,0.6748047,0.32018656,0.31653008,0.6785585,0.6764667,0.8109983801841736,0.027971208,0.008872688,0.010768652,0.021069437
973,ISIC_0011167,0.04296875,0.12988281,0.95703125,0.8730469,0.15493986,0.19618976,0.95929384,0.85731876,0.7789108753204346,0.057116866,0.025289416,0.10970855,0.082035065
974,ISIC_0011168,0.3486328,0.39453125,0.5888672,0.6347656,0.31973955,0.36373752,0.601617,0.65745586,0.6969898343086243,0.008071721,0.004051745,0.041643053,0.053483963
975,ISIC_0011169,0.34179688,0.23730469,0.82421875,0.7714844,0.30840978,0.23815762,0.7622014,0.7352034,0.7617811560630798,0.047702193,0.017714024,0.028630227,0.037133932
976,ISIC_0011170,0.16113281,0.33789062,0.828125,0.6669922,0.20304307,0.30771008,0.77573895,0.6860901,0.7607786059379578,0.0052378774,0.0055413246,0.094296336,0.049278468
977,ISIC_0011171,0.31835938,0.31054688,0.6513672,0.59472656,0.33554536,0.32627755,0.63783324,0.5920872,0.8489813804626465,0.0018260181,0.006545663,0.030719936,0.018370032
978,ISIC_0011173,0.35839844,0.4375,0.5390625,0.6308594,0.3920459,0.44902253,0.5628613,0.6225822,0.6530278325080872,0.02872312,0.0016226768,0.0098486245,0.01979971
979,ISIC_0011176,0.18652344,0.25683594,0.74121094,0.76660156,0.20656255,0.26108533,0.73878527,0.73903686,0.8995867371559143,0.0088067055,0.011657655,0.022464752,0.0318141
980,ISIC_0011177,0.16015625,0.23730469,0.82128906,0.8408203,0.14333352,0.2674924,0.8139745,0.790436,0.8384026885032654,0.012068629,0.0100982785,0.009508133,0.08057201
981,ISIC_0011199,0.421875,0.3486328,0.68066406,0.546875,0.40384293,0.3512281,0.6499245,0.581332,0.7046294808387756,0.02438581,0.018526137,0.012707472,0.031861752
982,ISIC_0011203,0.29882812,0.16699219,0.81933594,0.8691406,0.2808751,0.18806064,0.78720295,0.8302474,0.8318754434585571,0.02504301,0.0089123845,0.014179945,0.059961677
983,ISIC_0011204,0.1328125,0.375,0.64746094,0.70996094,0.19250147,0.35772324,0.63811874,0.66717756,0.7229443192481995,0.025173396,0.030030072,0.06903118,0.025506616
984,ISIC_0011205,0.3251953,0.2861328,0.6464844,0.5703125,0.31294447,0.29549628,0.6574352,0.6164233,0.7774213552474976,0.00065001845,0.02773714,0.023201644,0.036747336
985,ISIC_0011207,0.38476562,0.36523438,0.6328125,0.60546875,0.39970478,0.36136615,0.6022391,0.5706989,0.6891629695892334,0.007817149,0.019319028,0.045512587,0.03090161
986,ISIC_0011208,0.21582031,0.29101562,0.6357422,0.5263672,0.25495267,0.31000417,0.6252029,0.590368,0.6537566781044006,0.014296532,0.041494668,0.04967165,0.045012236
987,ISIC_0011210,0.35546875,0.3251953,0.5214844,0.59472656,0.32537618,0.31333482,0.57044613,0.58576167,0.6337072253227234,0.009434581,0.010412693,0.079054326,0.0028955936
988,ISIC_0011211,0.16113281,0.29785156,0.9628906,0.80078125,0.1326308,0.26106304,0.9127461,0.7749217,0.8048135042190552,0.03932327,0.03132403,0.021642566,0.010928988
989,ISIC_0011212,0.00390625,0.2607422,0.9980469,0.84472656,0.08236578,0.24349666,0.97386074,0.79623747,0.801063597202301,0.027136683,0.032867312,0.102645636,0.031243563
990,ISIC_0011213,0.3720703,0.3720703,0.6220703,0.5605469,0.35720816,0.3410499,0.6245662,0.5830662,0.7281022667884827,0.0061831474,0.0042505264,0.017358035,0.053539753
991,ISIC_0011214,0.06054688,0.22167969,0.9140625,0.8701172,0.090067446,0.20449978,0.9146338,0.84405786,0.9029080867767334,0.015045941,0.021619618,0.02894926,0.008879423
992,ISIC_0011215,0.3076172,0.4267578,0.58496094,0.6201172,0.31216666,0.4221809,0.5464318,0.60912764,0.7809082865715027,0.016989827,0.007783234,0.04307863,0.0064126253
993,ISIC_0011217,0.359375,0.30664062,0.6152344,0.6171875,0.34136283,0.33812907,0.60890424,0.6160791,0.8210530281066895,0.012171149,0.015190005,0.011682034,0.032596856
994,ISIC_0011218,0.29785156,0.22558594,0.58496094,0.5078125,0.30191976,0.27340755,0.6056666,0.5910504,0.596764326095581,0.012386918,0.06552976,0.016637444,0.035416275
995,ISIC_0011219,0.36523438,0.30664062,0.68847656,0.6503906,0.37159795,0.33496264,0.6741869,0.6560496,0.8458675742149353,0.003963053,0.016990483,0.020653248,0.022663027
996,ISIC_0011220,0.46875,0.35253906,0.6660156,0.54003906,0.45097643,0.36184227,0.654283,0.5566518,0.7592991590499878,0.014753103,0.01295796,0.0060409307,0.0073094964
997,ISIC_0011223,0.36035156,0.33398438,0.6513672,0.703125,0.34225932,0.31577504,0.6651751,0.6838894,0.818040132522583,0.002142191,0.018722475,0.031900138,0.0010262728
998,ISIC_0011224,0.24316406,0.23535156,0.7578125,0.79296875,0.25615293,0.26214525,0.7419721,0.7228823,0.7799482345581055,0.0014257729,0.02164638,0.028829277,0.09688017
999,ISIC_0011225,0.4873047,0.46875,0.66796875,0.6298828,0.40721518,0.42143208,0.6535328,0.64131874,0.4740835726261139,0.04726273,0.017940998,0.06565356,0.058753848
1000,ISIC_0011227,0.28808594,0.3408203,0.50390625,0.5488281,0.31172192,0.34798327,0.53270704,0.59684193,0.6297069787979126,0.026218385,0.027588367,0.005164802,0.040850848
1001,ISIC_0011229,0.09472656,0.12499999,0.7861328,0.8701172,0.1987544,0.2660615,0.800074,0.8291272,0.6323293447494507,0.058984518,0.050035775,0.0900867,0.18205154
1002,ISIC_0011230,0.29589844,0.27929688,0.73339844,0.61621094,0.26706254,0.27891356,0.70104617,0.64911664,0.7955842614173889,0.03059408,0.01626119,0.003516376,0.033289015
1003,ISIC_0011292,0.2861328,0.29296875,0.6328125,0.68066406,0.27958927,0.30023307,0.61662126,0.6702579,0.8936810493469238,0.011367381,0.0015709102,0.009647697,0.017670453
1004,ISIC_0011294,0.171875,0.34765625,0.6660156,0.7783203,0.19915244,0.28619787,0.74793446,0.7578043,0.6835146546363831,0.054598153,0.040987194,0.054641366,0.04094234
1005,ISIC_0011296,0.2529297,0.27246094,0.6972656,0.71191406,0.28676265,0.28024727,0.6633533,0.68920195,0.788675844669342,3.966689e-05,0.007462889,0.06774527,0.030498445
1006,ISIC_0011297,0.24023438,0.32226562,0.6845703,0.6855469,0.26581657,0.27877906,0.69654924,0.7039932,0.7904376983642578,0.01878056,0.012520134,0.01360327,0.06193289
1007,ISIC_0011298,0.4033203,0.41210938,0.69140625,0.6767578,0.39285457,0.4164334,0.67142665,0.67024857,0.8623914122581482,0.015222669,0.0010926127,0.009513855,0.010833263
1008,ISIC_0011300,0.01757812,0.125,0.97753906,0.8730469,0.11707032,0.17688566,0.9572238,0.84481484,0.781449019908905,0.03958845,0.011826813,0.11980748,0.0801177
1009,ISIC_0011303,0.14648438,0.3076172,0.54785156,0.61621094,0.20591515,0.3344773,0.5099214,0.5700266,0.5780962705612183,0.010750294,0.009662122,0.09736097,0.07304448
1010,ISIC_0011304,0.23046875,0.40039062,0.58691406,0.6308594,0.2385935,0.37275776,0.62534314,0.6599542,0.7106951475143433,0.023276925,0.00073099136,0.030304313,0.056727678
1011,ISIC_0011305,0.38671875,0.33398438,0.71777344,0.8105469,0.36692432,0.29793006,0.69265187,0.6966641,0.6279287934303284,0.022458017,0.07496855,0.0053271353,0.07782847
1012,ISIC_0011306,0.23144531,0.3154297,0.7675781,0.6308594,0.18663308,0.27168953,0.7700496,0.66696846,0.7332866787910461,0.021170378,0.0038155317,0.04728365,0.07984924
1013,ISIC_0011310,0.19042969,0.2265625,0.7832031,0.82910156,0.24287114,0.26311994,0.7542796,0.7499131,0.6969895362854004,0.011758983,0.021315515,0.08136499,0.1157459
1014,ISIC_0011315,0.21484375,0.203125,0.8232422,0.71875,0.210453,0.2595783,0.8453516,0.7065923,0.8353651165962219,0.008859336,0.022147804,0.026500106,0.068610966
1015,ISIC_0011317,0.44433594,0.3154297,0.64941406,0.546875,0.4137317,0.31570488,0.66142166,0.5752076,0.7368041276931763,0.009298325,0.014303893,0.042611837,0.028057396
1016,ISIC_0011321,0.2421875,0.3876953,0.6933594,0.6982422,0.2617952,0.36376345,0.6517483,0.69257975,0.795508861541748,0.011001706,0.014797151,0.06121877,0.01826942
1017,ISIC_0011322,0.15722656,0.13867188,0.76660156,0.8730469,0.18883452,0.15536147,0.7401731,0.8463331,0.8512681126594543,0.0025897622,0.005012095,0.058036447,0.043403387
1018,ISIC_0011324,0.3857422,0.21777342,0.7011719,0.7392578,0.36456686,0.25314668,0.6946617,0.72053874,0.8279098272323608,0.0138427615,0.008327067,0.014665127,0.054092318
1019,ISIC_0011326,0.15039062,0.22851562,0.609375,0.82421875,0.12671056,0.22587943,0.69800055,0.73718154,0.7030938863754272,0.03247273,0.0448367,0.11230564,0.08440101
1020,ISIC_0011327,0.13378906,0.2626953,0.9980469,0.66015625,0.15250564,0.22233237,0.92953324,0.717526,0.7362759113311768,0.024898529,0.008503407,0.087230206,0.09773272
1021,ISIC_0011328,0.31152344,0.23535156,0.7216797,0.84375,0.32341313,0.25707504,0.72236514,0.77793515,0.8300785422325134,0.006287575,0.022045672,0.011204243,0.08753836
1022,ISIC_0011330,0.26367188,0.4169922,0.6152344,0.6660156,0.24681014,0.39599392,0.6067219,0.68894553,0.7941827774047852,0.012687117,0.00096583366,0.00834924,0.043928176
1023,ISIC_0011333,0.24804688,0.23730469,0.87109375,0.80371094,0.20759171,0.25513408,0.872065,0.8064815,0.9054633975028992,0.019741952,0.010299981,0.04142642,0.015058875
1024,ISIC_0011336,0.11914063,0.26757812,0.7451172,0.79589844,0.108238846,0.26738012,0.7148808,0.7628703,0.877528965473175,0.020569086,0.016613066,0.019334555,0.03283012
1025,ISIC_0011338,0.3154297,0.33398438,0.7246094,0.7324219,0.16159785,0.22447619,0.84424627,0.78145766,0.42877063155174255,0.017097473,0.030236185,0.27346873,0.15854394
1026,ISIC_0011339,0.33203125,0.2705078,0.8222656,0.7626953,0.31784582,0.312149,0.7867942,0.73877794,0.7843771576881409,0.024828434,0.008861899,0.02128601,0.06555855
1027,ISIC_0011343,0.2919922,0.28222656,0.6484375,0.74121094,0.30051526,0.2831453,0.66700304,0.72686744,0.8983421325683594,0.013544321,0.006712377,0.010042459,0.015262246
1028,ISIC_0011344,0.2890625,0.3173828,0.7089844,0.71777344,0.26726848,0.29983556,0.7240776,0.73723364,0.8414320945739746,0.003350407,0.00095647573,0.03688723,0.03700745
1029,ISIC_0011345,0.40234375,0.1796875,0.671875,0.71972656,0.3540944,0.26255313,0.6749828,0.6906389,0.6886341571807861,0.022570789,0.026888967,0.05135715,0.11195329
1030,ISIC_0011347,0.00292969,0.17675781,0.99609375,0.8730469,0.057912678,0.15101832,0.92182684,0.82932323,0.7898281812667847,0.009641945,0.034731567,0.12924993,0.017984152
1031,ISIC_0011348,0.01269531,0.16015625,0.9814453,0.8691406,0.09144616,0.1746513,0.89943993,0.8574631,0.8032567501068115,0.0016272664,0.0014087558,0.16075623,0.026172519
1032,ISIC_0011349,0.020507814,0.15820312,0.92285156,0.8730469,0.053087026,0.13077599,0.91255295,0.85757184,0.8989946246147156,0.011140287,0.021451086,0.042877793,0.011952102
1033,ISIC_0011352,0.10644532,0.18261719,0.88964844,0.7998047,0.10260105,0.1746273,0.8849917,0.8093323,0.9620353579521179,0.0042504966,0.0007688701,0.0008124709,0.017517507
1034,ISIC_0011353,0.31933594,0.40625,0.61328125,0.6142578,0.30780923,0.35235727,0.60389054,0.62186646,0.7239431738853455,0.010458708,0.02314204,0.002135992,0.061501384
1035,ISIC_0011358,0.15234375,0.2734375,0.75390625,0.7089844,0.16389945,0.24528177,0.7670361,0.70784944,0.9002538323402405,0.012342751,0.014645338,0.0015741587,0.027020812
1036,ISIC_0011359,0.20996094,0.24414062,0.67285156,0.6386719,0.21971764,0.27032745,0.6768328,0.68107355,0.8202590942382812,0.0068689585,0.034294248,0.0057754517,0.016214848
1037,ISIC_0011361,0.0,0.1328125,0.9980469,0.8720703,0.0938828,0.16195035,0.8963185,0.8010286,0.6950427293777466,0.0039227903,0.020951927,0.19561118,0.10017955
1038,ISIC_0011362,0.27539062,0.19140625,0.6875,0.7207031,0.25065774,0.23375772,0.7049541,0.7187659,0.8377076387405396,0.0036394,0.020207137,0.042186975,0.044288695
1039,ISIC_0011363,0.021484375,0.18261719,0.9394531,0.8378906,0.06854987,0.17326382,0.83419394,0.7761899,0.7466264367103577,0.029096842,0.03552705,0.15232468,0.052347302
1040,ISIC_0011366,0.17382812,0.18847656,0.8515625,0.75390625,0.113618225,0.234941,0.8238585,0.7796749,0.7794977426528931,0.043956935,0.03611654,0.03250587,0.020695806
1041,ISIC_0011367,0.3671875,0.38867188,0.59765625,0.60546875,0.3286218,0.33787358,0.62192965,0.6228029,0.5977950692176819,0.00714615,0.016732067,0.06283909,0.06813246
1042,ISIC_0011372,0.32128906,0.42871094,0.5439453,0.6113281,0.32324588,0.36990273,0.60488605,0.61522466,0.5802417993545532,0.03144878,0.027455837,0.058983922,0.06270474
1043,ISIC_0011382,0.22070312,0.31054688,0.8984375,0.82128906,0.24721396,0.33467644,0.8408636,0.790116,0.7810648679733276,0.01553154,0.0035217404,0.08408475,0.05530262
1044,ISIC_0011384,0.20214844,0.3046875,0.78125,0.64453125,0.19218424,0.27067652,0.7967746,0.67756426,0.7999826073646545,0.002780199,0.0004889965,0.025488853,0.06704399
1045,ISIC_0011386,0.3154297,0.4140625,0.61328125,0.69921875,0.32747382,0.370991,0.61689883,0.6856512,0.78890061378479,0.007830858,0.028319538,0.008426547,0.029503942
1046,ISIC_0011387,0.14160158,0.12499999,0.9951172,0.8701172,0.1288184,0.20127219,0.93158734,0.8064694,0.7427150011062622,0.03815651,0.0063121915,0.05074668,0.13992
1047,ISIC_0011393,0.4296875,0.33691406,0.6425781,0.5703125,0.36670008,0.30468065,0.6507726,0.59693205,0.5984342098236084,0.0273965,0.0028069317,0.07118186,0.05885297
1048,ISIC_0011397,0.06640626,0.20410156,0.89160156,0.71191406,0.18533355,0.25766966,0.7659668,0.7177005,0.6243855953216553,0.0033537447,0.029677272,0.24456209,0.047781676
1049,ISIC_0011398,0.21679688,0.23730469,0.8173828,0.8720703,0.25212312,0.24309424,0.7396557,0.79851913,0.7102791666984558,0.021200448,0.03388083,0.11305338,0.0793407
1050,ISIC_0011402,0.0,0.19628906,0.9941406,0.8730469,0.15914407,0.21756488,0.84711385,0.76952505,0.5644032955169678,0.0060586333,0.041123003,0.30617082,0.12479764
1051,ISIC_0012089,0.51445895,0.39740607,0.61823696,0.5314777,0.4477427,0.4123546,0.59046876,0.550009,0.36933064460754395,0.047242224,0.016739905,0.03894806,0.0035828054
1052,ISIC_0012090,0.37336755,0.20970583,0.7870802,0.66088593,0.35674655,0.3392666,0.68874216,0.6668255,0.5228744149208069,0.05747956,0.067750156,0.081717074,0.123621225
1053,ISIC_0012094,0.45345744,0.4638086,0.60139626,0.5830078,0.4342301,0.4315211,0.5968933,0.57303965,0.6267961263656616,0.011865139,0.02112782,0.014724404,0.022319347
1054,ISIC_0012097,0.37533244,0.4169922,0.55452126,0.5723828,0.3748487,0.40506625,0.5440679,0.5810776,0.8345279097557068,0.0054685473,0.0016155839,0.009969592,0.020620704
1055,ISIC_0012102,0.43783244,0.4223047,0.64827126,0.5776953,0.45661014,0.40248555,0.6134282,0.541528,0.5219790935516357,0.00803268,0.027993232,0.053620785,0.016348183
1056,ISIC_0012103,0.40658244,0.38080078,0.64827126,0.6553906,0.35220075,0.3848368,0.6402575,0.6827792,0.7105321288108826,0.031197727,0.015712261,0.046367913,0.023352563
1057,ISIC_0012105,0.43783244,0.4169922,0.58577126,0.59330076,0.47064057,0.45740205,0.5944412,0.5939428,0.5720573663711548,0.020739019,0.020525932,0.024138212,0.0397678
1058,ISIC_0012107,0.2579787,0.30808595,0.734375,0.6607031,0.28612304,0.3149296,0.72092736,0.6746617,0.8637235164642334,0.0073483586,0.0104011,0.041591972,0.007114917
1059,ISIC_0012108,0.3517287,0.4066992,0.59375,0.6450977,0.3869219,0.4042697,0.5905809,0.6220449,0.7535284757614136,0.016012073,0.0127411485,0.038362324,0.020623237
1060,ISIC_0012116,0.40724733,0.35921875,0.6180186,0.55810547,0.301415,0.3198464,0.67401314,0.6348544,0.35712316632270813,0.024918914,0.018688291,0.16182685,0.11612126
1061,ISIC_0012117,0.21908244,0.30310547,0.78125,0.74371094,0.28222513,0.29869056,0.7191385,0.6674551,0.637692928314209,0.0005155802,0.040335357,0.12525415,0.07184094
1062,ISIC_0012118,0.39860374,0.4066992,0.61702126,0.5723828,0.41913384,0.39376405,0.60889643,0.54835594,0.6954512596130371,0.006202638,0.018481016,0.028654933,0.011091709
1063,ISIC_0012135,0.36668882,0.27521485,0.53856385,0.4352539,0.39064032,0.2947026,0.54975456,0.47967213,0.5750131607055664,0.017571092,0.031952977,0.012760788,0.024930507
1064,ISIC_0012137,0.3700133,0.36984375,0.58211434,0.6072461,0.37849343,0.38119203,0.58389425,0.59022856,0.8389458060264587,0.0051300228,0.002834648,0.0067002177,0.02836582
1065,ISIC_0012141,0.48470744,0.39109376,0.64827126,0.59330076,0.4590211,0.40970188,0.61251247,0.5657458,0.5376690626144409,0.030722558,0.004473448,0.01007244,0.046163112
1066,ISIC_0012148,0.3361037,0.40171874,0.609375,0.6138867,0.35922116,0.3876011,0.57034475,0.5977975,0.6789711713790894,0.007956386,0.0151034,0.062147707,0.0019715726
1067,ISIC_0012150,0.43783244,0.43791014,0.57014626,0.5723828,0.4516451,0.4281871,0.5944609,0.57279176,0.7076239585876465,0.019063652,0.0046570897,0.010501981,0.010131985
1068,ISIC_0012155,0.38231382,0.47509766,0.6040558,0.6191992,0.23113126,0.30638835,0.6736323,0.7134632,0.17737971246242523,0.040803015,0.037222683,0.22075906,0.26297328
1069,ISIC_0012156,0.3986037,0.44820312,0.578125,0.5415039,0.4440958,0.4366235,0.54187846,0.5334159,0.4657078981399536,0.0046227872,0.009833783,0.08173862,0.0034916103
1070,ISIC_0012164,0.43783244,0.4066992,0.5625,0.54648435,0.46450117,0.45042068,0.5529096,0.5463682,0.48647862672805786,0.00853914,0.021802664,0.036259115,0.043837637
1071,ISIC_0012167,0.42985374,0.41865236,0.6186835,0.65339845,0.37075222,0.38525575,0.6547768,0.6366909,0.5520638227462769,0.011504114,0.02505207,0.09519482,0.016689062
1072,ISIC_0012170,0.25232714,0.19685547,0.7769282,0.7168164,0.22802228,0.2620504,0.7510278,0.73630226,0.771332859992981,0.025102645,0.042340368,0.0015954971,0.045709074
1073,ISIC_0012172,0.13397606,0.17660156,0.96974736,0.7254492,0.20057273,0.24287677,0.80832314,0.7610729,0.6105350852012634,0.047413766,0.050949454,0.2280209,0.03065157
1074,ISIC_0012173,0.39095744,0.3651953,0.625,0.6812891,0.43326372,0.39840955,0.6265139,0.6342258,0.6081603765487671,0.021910071,0.00692451,0.040792376,0.08027753
1075,ISIC_0012175,0.42220744,0.33398438,0.65625,0.59828126,0.39323992,0.35371357,0.64268726,0.5851329,0.7441012263298035,0.02126515,0.0032904148,0.015404791,0.032877564
1076,ISIC_0012177,0.42985374,0.45351562,0.61702126,0.59330076,0.42041874,0.45469615,0.56581545,0.5809194,0.6271535158157349,0.030320406,0.005600393,0.041770816,0.013561904
1077,ISIC_0012179,0.47905585,0.44986328,0.5784575,0.5335352,0.2987689,0.29818812,0.75379276,0.70253074,0.04520284757018089,0.0024758577,0.008660197,0.35562223,0.32067072
1078,ISIC_0012182,0.40658244,0.33398438,0.59375,0.47376952,0.42179698,0.36709034,0.5925066,0.51714385,0.542359471321106,0.006985545,0.038240135,0.016457945,0.01026836
1079,ISIC_0012183,0.34408244,0.2821875,0.69514626,0.6866016,0.26110506,0.26282656,0.7244045,0.7164003,0.6755880117416382,0.026859552,0.0052188933,0.112235636,0.049159676
1080,ISIC_0012187,0.4298537,0.40171877,0.625,0.56740236,0.42676017,0.40977943,0.62311083,0.57469153,0.8890988826751709,0.002491355,0.0076749325,0.0012043715,0.0007714927
1081,ISIC_0012203,0.45345744,0.4066992,0.578125,0.56740236,0.43071812,0.40979952,0.56615293,0.54996544,0.6799345016479492,0.01735571,0.007168293,0.010767251,0.020537227
1082,ISIC_0012205,0.3829787,0.40171874,0.59375,0.5723828,0.40058172,0.39879057,0.5627476,0.5383706,0.6078645586967468,0.0066996813,0.018470168,0.048605412,0.03108403
1083,ISIC_0012208,0.40658244,0.43259767,0.625,0.60359377,0.45781997,0.457226,0.6156451,0.5876707,0.5510774254798889,0.020941317,0.004352629,0.060592413,0.040551424
