,fname,x1,y1,x2,y2
10987,ISIC_0032390,77,45,516,403
10988,ISIC_0032391,171,56,455,359
10989,ISIC_0032392,127,91,431,389
10990,ISIC_0032393,131,73,422,382
10991,ISIC_0032394,98,28,506,394
10992,ISIC_0032395,202,134,403,321
10993,ISIC_0032396,178,73,464,391
10994,ISIC_0032397,150,77,473,380
10995,ISIC_0032398,199,124,368,288
10996,ISIC_0032399,127,87,452,389
10997,ISIC_0032400,234,152,382,293
10998,ISIC_0032401,197,110,457,359
10999,ISIC_0032402,251,188,347,274
11000,ISIC_0032403,157,103,427,356
11001,ISIC_0032404,159,120,396,328
11002,ISIC_0032405,216,157,352,288
11003,ISIC_0032406,98,54,480,391
11004,ISIC_0032407,192,134,417,326
11005,ISIC_0032408,155,87,443,401
11006,ISIC_0032409,204,131,410,338
11007,ISIC_0032410,152,73,434,345
11008,ISIC_0032411,87,30,490,408
11009,ISIC_0032412,73,33,520,401
11010,ISIC_0032413,171,80,438,361
11011,ISIC_0032414,239,166,328,258
11012,ISIC_0032415,234,157,354,270
11013,ISIC_0032416,164,103,431,356
11014,ISIC_0032417,171,94,387,330
11015,ISIC_0032418,127,42,485,403
11016,ISIC_0032419,166,150,309,286
11017,ISIC_0032420,159,98,415,352
11018,ISIC_0032421,230,152,359,288
11019,ISIC_0032422,169,120,415,356
11020,ISIC_0032423,180,122,401,347
11021,ISIC_0032424,136,63,448,380
11022,ISIC_0032425,112,33,502,401
11023,ISIC_0032426,131,59,476,396
11024,ISIC_0032427,105,35,502,380
11025,ISIC_0032428,176,120,403,333
11026,ISIC_0032429,148,101,420,340
11027,ISIC_0032430,218,136,354,286
11028,ISIC_0032431,112,63,495,384
11029,ISIC_0032432,164,91,438,342
11030,ISIC_0032433,180,127,431,338
11031,ISIC_0032434,124,91,443,370
11032,ISIC_0032435,66,42,506,408
11033,ISIC_0032436,188,131,387,323
11034,ISIC_0032437,173,94,424,338
11035,ISIC_0032438,115,68,483,403
11036,ISIC_0032439,213,148,387,305
11037,ISIC_0032440,162,96,408,349
11038,ISIC_0032441,192,127,389,335
11039,ISIC_0032442,164,117,361,302
11040,ISIC_0032443,143,105,420,352
11041,ISIC_0032444,173,112,422,345
11042,ISIC_0032445,122,73,478,377
11043,ISIC_0032446,145,87,443,363
11044,ISIC_0032447,155,82,431,377
11045,ISIC_0032448,145,54,455,384
11046,ISIC_0032449,157,124,389,340
11047,ISIC_0032450,131,56,476,345
11048,ISIC_0032451,141,89,464,347
11049,ISIC_0032452,171,105,424,347
11050,ISIC_0032453,91,56,502,389
11051,ISIC_0032454,94,56,466,401
11052,ISIC_0032455,180,110,412,366
11053,ISIC_0032456,171,115,412,333
11054,ISIC_0032457,134,87,462,380
11055,ISIC_0032458,211,138,450,347
11056,ISIC_0032459,105,84,398,370
11057,ISIC_0032460,164,38,457,345
11058,ISIC_0032461,185,115,459,340
11059,ISIC_0032462,134,115,438,366
11060,ISIC_0032463,239,138,398,279
11061,ISIC_0032464,131,63,464,380
11062,ISIC_0032465,159,91,450,361
11063,ISIC_0032466,169,91,462,328
11064,ISIC_0032467,134,75,455,387
11065,ISIC_0032468,180,115,434,345
11066,ISIC_0032469,166,84,443,349
11067,ISIC_0032470,216,136,361,293
11068,ISIC_0032471,232,152,370,305
11069,ISIC_0032472,131,68,422,370
11070,ISIC_0032473,183,110,412,333
11071,ISIC_0032474,148,115,377,326
11072,ISIC_0032475,234,155,380,291
11073,ISIC_0032476,188,108,427,352
11074,ISIC_0032477,162,98,417,354
11075,ISIC_0032478,171,110,424,380
11076,ISIC_0032479,96,54,497,401
11077,ISIC_0032480,127,59,473,382
11078,ISIC_0032481,157,87,443,342
11079,ISIC_0032482,141,77,417,356
11080,ISIC_0032483,117,45,473,389
11081,ISIC_0032484,145,77,427,356
11082,ISIC_0032485,136,103,448,380
11083,ISIC_0032486,185,148,370,305
11084,ISIC_0032487,112,61,466,380
11085,ISIC_0032488,134,103,466,377
11086,ISIC_0032489,145,80,436,373
11087,ISIC_0032490,162,91,417,361
11088,ISIC_0032491,190,117,394,312
11089,ISIC_0032492,112,56,523,405
11090,ISIC_0032493,178,112,396,316
11091,ISIC_0032494,206,120,396,300
11092,ISIC_0032495,115,42,492,405
11093,ISIC_0032496,199,155,384,338
11094,ISIC_0032497,166,127,410,340
11095,ISIC_0032498,213,145,373,295
11096,ISIC_0032499,169,98,427,345
11097,ISIC_0032500,117,75,483,375
11098,ISIC_0032501,136,61,485,363
11099,ISIC_0032502,155,84,457,363
11100,ISIC_0032503,131,82,410,354
11101,ISIC_0032504,108,52,478,401
11102,ISIC_0032505,117,98,410,368
11103,ISIC_0032506,157,112,429,347
11104,ISIC_0032507,110,59,492,389
11105,ISIC_0032508,134,98,450,349
11106,ISIC_0032509,202,131,377,323
11107,ISIC_0032510,150,103,434,356
11108,ISIC_0032511,202,110,438,363
11109,ISIC_0032512,230,136,373,302
11110,ISIC_0032513,188,105,403,321
11111,ISIC_0032514,227,157,349,291
11112,ISIC_0032515,164,101,410,354
11113,ISIC_0032516,211,143,354,279
11114,ISIC_0032517,197,110,394,323
11115,ISIC_0032518,87,40,534,396
11116,ISIC_0032519,141,68,450,384
11117,ISIC_0032520,225,138,382,291
11118,ISIC_0032521,197,155,382,342
11119,ISIC_0032522,131,33,473,373
11120,ISIC_0032523,87,94,469,349
11121,ISIC_0032524,230,159,366,302
11122,ISIC_0032525,171,91,415,354
11123,ISIC_0032526,148,66,448,359
11124,ISIC_0032527,239,185,328,279
11125,ISIC_0032528,218,120,382,309
11126,ISIC_0032529,101,98,455,352
11127,ISIC_0032530,150,91,438,387
11128,ISIC_0032531,138,75,438,401
11129,ISIC_0032532,136,84,445,377
11130,ISIC_0032533,248,150,380,281
11131,ISIC_0032534,190,112,401,335
11132,ISIC_0032535,199,127,401,373
11133,ISIC_0032536,80,56,520,370
11134,ISIC_0032537,211,155,382,319
11135,ISIC_0032538,248,169,338,251
11136,ISIC_0032539,108,80,464,349
11137,ISIC_0032540,202,141,370,309
11138,ISIC_0032541,246,197,316,265
11139,ISIC_0032542,127,87,464,387
11140,ISIC_0032543,162,110,382,328
11141,ISIC_0032544,91,49,497,412
11142,ISIC_0032545,143,68,497,394
11143,ISIC_0032546,206,127,377,305
11144,ISIC_0032547,80,47,450,401
11145,ISIC_0032548,241,164,361,288
11146,ISIC_0032549,164,61,431,377
11147,ISIC_0032550,136,117,438,359
11148,ISIC_0032551,96,42,513,415
11149,ISIC_0032552,166,117,415,363
11150,ISIC_0032553,127,63,466,401
11151,ISIC_0032554,192,129,377,328
11152,ISIC_0032555,225,136,403,319
11153,ISIC_0032556,68,63,478,394
11154,ISIC_0032557,157,77,434,326
11155,ISIC_0032558,190,134,387,300
11156,ISIC_0032559,202,127,443,321
11157,ISIC_0032560,220,112,408,326
11158,ISIC_0032561,152,87,408,377
11159,ISIC_0032562,141,110,457,359
11160,ISIC_0032563,84,47,511,382
11161,ISIC_0032564,117,52,499,382
11162,ISIC_0032565,166,87,412,370
11163,ISIC_0032566,180,115,420,330
11164,ISIC_0032567,131,73,497,349
11165,ISIC_0032568,206,148,368,291
11166,ISIC_0032569,115,143,382,359
11167,ISIC_0032570,176,77,405,363
11168,ISIC_0032571,218,141,384,312
11169,ISIC_0032572,260,169,359,265
11170,ISIC_0032573,117,56,455,387
11171,ISIC_0032574,141,115,384,321
11172,ISIC_0032575,223,110,417,307
11173,ISIC_0032576,180,108,424,342
11174,ISIC_0032577,171,77,495,359
11175,ISIC_0032578,188,152,349,309
11176,ISIC_0032579,110,75,450,401
11177,ISIC_0032580,190,120,396,330
11178,ISIC_0032581,180,131,380,319
11179,ISIC_0032582,220,162,375,295
11180,ISIC_0032583,190,150,384,333
11181,ISIC_0032584,218,136,363,321
11182,ISIC_0032585,112,110,483,375
11183,ISIC_0032586,103,63,466,396
11184,ISIC_0032587,127,82,497,377
11185,ISIC_0032588,103,82,495,380
11186,ISIC_0032589,124,52,495,398
11187,ISIC_0032590,241,159,373,277
11188,ISIC_0032591,148,77,450,361
11189,ISIC_0032592,138,54,502,387
11190,ISIC_0032593,199,103,398,298
11191,ISIC_0032594,211,127,375,291
11192,ISIC_0032595,232,145,398,300
11193,ISIC_0032596,180,112,427,340
11194,ISIC_0032597,77,54,511,401
11195,ISIC_0032598,166,89,459,384
11196,ISIC_0032599,141,112,473,333
11197,ISIC_0032600,237,134,401,295
11198,ISIC_0032601,213,152,363,286
11199,ISIC_0032602,117,87,455,352
11200,ISIC_0032603,204,136,366,288
11201,ISIC_0032604,183,115,394,356
11202,ISIC_0032605,190,98,410,309
11203,ISIC_0032606,136,66,469,394
11204,ISIC_0032607,159,91,445,338
11205,ISIC_0032608,54,35,518,427
11206,ISIC_0032609,223,136,382,305
11207,ISIC_0032610,218,143,363,277
11208,ISIC_0032611,209,127,401,326
11209,ISIC_0032612,218,145,352,274
11210,ISIC_0032613,77,47,520,391
11211,ISIC_0032614,225,115,405,281
11212,ISIC_0032615,101,63,495,370
11213,ISIC_0032616,185,124,415,335
11214,ISIC_0032617,148,77,436,361
11215,ISIC_0032618,134,45,483,398
11216,ISIC_0032619,199,105,382,319
11217,ISIC_0032620,110,77,513,401
11218,ISIC_0032621,251,178,366,284
11219,ISIC_0032622,127,82,450,368
11220,ISIC_0032623,136,84,436,340
11221,ISIC_0032624,202,117,370,314
11222,ISIC_0032625,122,82,450,363
11223,ISIC_0032626,171,98,410,377
11224,ISIC_0032627,66,26,530,415
11225,ISIC_0032628,211,134,382,291
11226,ISIC_0032629,159,120,403,335
11227,ISIC_0032630,159,112,434,338
11228,ISIC_0032631,173,136,375,319
11229,ISIC_0032632,110,61,473,384
11230,ISIC_0032633,127,70,459,359
11231,ISIC_0032634,176,138,387,354
11232,ISIC_0032635,192,117,403,314
11233,ISIC_0032636,211,152,361,323
11234,ISIC_0032637,148,94,438,401
11235,ISIC_0032638,190,84,415,307
11236,ISIC_0032639,105,54,462,375
11237,ISIC_0032640,80,56,471,394
11238,ISIC_0032641,232,145,352,260
11239,ISIC_0032642,162,96,427,359
11240,ISIC_0032643,209,129,391,316
11241,ISIC_0032644,244,157,349,272
11242,ISIC_0032645,173,105,387,326
11243,ISIC_0032646,185,124,401,333
11244,ISIC_0032647,157,91,394,359
11245,ISIC_0032648,218,145,370,295
11246,ISIC_0032649,213,124,382,309
11247,ISIC_0032650,192,115,382,330
11248,ISIC_0032651,176,115,401,349
11249,ISIC_0032652,192,127,370,293
11250,ISIC_0032653,234,171,352,286
11251,ISIC_0032654,138,70,499,375
11252,ISIC_0032655,87,66,476,387
11253,ISIC_0032656,143,68,492,375
11254,ISIC_0032657,251,145,361,277
11255,ISIC_0032658,162,117,359,326
11256,ISIC_0032659,115,75,457,391
11257,ISIC_0032660,211,150,391,312
11258,ISIC_0032661,197,134,389,347
11259,ISIC_0032662,220,141,361,284
11260,ISIC_0032663,192,84,445,354
11261,ISIC_0032664,171,164,368,333
11262,ISIC_0032665,192,82,436,356
11263,ISIC_0032666,232,164,328,260
11264,ISIC_0032667,173,143,377,312
11265,ISIC_0032668,166,105,420,370
11266,ISIC_0032669,232,148,380,288
11267,ISIC_0032670,241,162,335,260
11268,ISIC_0032671,94,54,495,403
11269,ISIC_0032672,143,91,441,340
11270,ISIC_0032673,159,101,448,345
11271,ISIC_0032674,80,70,516,401
11272,ISIC_0032675,192,89,434,354
11273,ISIC_0032676,211,129,412,316
11274,ISIC_0032677,162,73,450,396
11275,ISIC_0032678,223,145,345,262
11276,ISIC_0032679,169,108,396,338
11277,ISIC_0032680,159,54,438,380
11278,ISIC_0032681,136,66,466,384
11279,ISIC_0032682,211,131,408,312
11280,ISIC_0032683,190,134,373,314
11281,ISIC_0032684,148,98,403,384
11282,ISIC_0032685,143,101,408,356
11283,ISIC_0032686,162,120,366,319
11284,ISIC_0032687,120,68,438,396
11285,ISIC_0032688,159,70,431,380
11286,ISIC_0032689,216,148,359,284
11287,ISIC_0032690,213,134,405,307
11288,ISIC_0032691,169,134,389,361
11289,ISIC_0032692,127,35,473,415
11290,ISIC_0032693,56,40,527,410
11291,ISIC_0032694,206,131,420,333
11292,ISIC_0032695,134,42,457,391
11293,ISIC_0032696,192,152,352,309
11294,ISIC_0032697,98,63,483,373
11295,ISIC_0032698,169,101,403,361
11296,ISIC_0032699,213,94,412,298
11297,ISIC_0032700,162,108,424,361
11298,ISIC_0032701,176,138,431,328
11299,ISIC_0032702,241,145,370,284
11300,ISIC_0032703,134,91,483,361
11301,ISIC_0032704,225,120,363,291
11302,ISIC_0032705,115,89,457,342
11303,ISIC_0032706,148,80,424,328
11304,ISIC_0032707,178,122,382,312
11305,ISIC_0032708,246,122,375,274
11306,ISIC_0032709,122,63,441,361
11307,ISIC_0032710,176,112,398,321
11308,ISIC_0032711,138,70,438,359
11309,ISIC_0032712,136,101,455,387
11310,ISIC_0032713,258,169,356,262
11311,ISIC_0032714,173,120,394,354
11312,ISIC_0032715,220,159,347,291
11313,ISIC_0032716,120,96,420,354
11314,ISIC_0032717,169,101,427,305
11315,ISIC_0032718,87,70,490,401
11316,ISIC_0032719,148,115,422,335
11317,ISIC_0032720,220,134,366,281
11318,ISIC_0032721,129,75,478,394
11319,ISIC_0032722,141,101,420,342
11320,ISIC_0032723,211,136,373,300
11321,ISIC_0032724,171,122,396,326
11322,ISIC_0032725,183,122,363,312
11323,ISIC_0032726,199,103,445,342
11324,ISIC_0032727,136,89,436,356
11325,ISIC_0032728,213,157,377,312
11326,ISIC_0032729,234,157,412,359
11327,ISIC_0032730,80,26,483,422
11328,ISIC_0032731,145,112,431,370
11329,ISIC_0032732,141,122,471,349
11330,ISIC_0032733,150,103,398,340
11331,ISIC_0032734,54,42,539,410
11332,ISIC_0032735,237,164,361,284
11333,ISIC_0032736,82,70,483,398
11334,ISIC_0032737,218,120,342,251
11335,ISIC_0032738,127,124,382,391
11336,ISIC_0032739,63,56,497,410
11337,ISIC_0032740,101,54,532,387
11338,ISIC_0032741,75,45,495,398
11339,ISIC_0032742,211,145,370,316
11340,ISIC_0032743,68,47,509,384
11341,ISIC_0032744,152,127,415,370
11342,ISIC_0032745,173,110,422,321
11343,ISIC_0032746,216,129,389,295
11344,ISIC_0032747,209,155,410,338
11345,ISIC_0032748,120,98,502,377
11346,ISIC_0032749,105,77,445,401
11347,ISIC_0032750,124,70,459,389
11348,ISIC_0032751,152,112,384,335
11349,ISIC_0032752,164,98,410,321
11350,ISIC_0032753,117,96,488,380
11351,ISIC_0032754,202,150,352,309
11352,ISIC_0032755,253,159,370,274
11353,ISIC_0032756,220,61,441,277
11354,ISIC_0032757,204,136,401,338
11355,ISIC_0032758,188,150,352,300
11356,ISIC_0032759,159,122,387,333
11357,ISIC_0032760,251,171,326,246
11358,ISIC_0032761,129,94,509,361
11359,ISIC_0032762,152,96,427,328
11360,ISIC_0032763,195,159,338,345
11361,ISIC_0032764,178,150,384,340
11362,ISIC_0032765,141,77,469,382
11363,ISIC_0032766,202,112,422,319
11364,ISIC_0032767,223,136,347,286
11365,ISIC_0032768,232,176,345,291
11366,ISIC_0032769,227,148,384,326
11367,ISIC_0032770,218,166,363,305
11368,ISIC_0032771,171,101,417,359
11369,ISIC_0032772,131,101,431,380
11370,ISIC_0032773,108,52,448,398
11371,ISIC_0032774,166,87,417,366
11372,ISIC_0032775,136,84,448,391
11373,ISIC_0032776,91,63,471,389
11374,ISIC_0032777,197,150,375,316
11375,ISIC_0032778,188,131,373,333
11376,ISIC_0032779,225,120,401,288
11377,ISIC_0032780,197,124,391,335
11378,ISIC_0032781,241,166,389,312
11379,ISIC_0032782,180,105,394,309
11380,ISIC_0032783,105,54,504,370
11381,ISIC_0032784,234,159,377,298
11382,ISIC_0032785,213,143,380,307
11383,ISIC_0032786,234,152,375,279
11384,ISIC_0032787,162,105,466,352
11385,ISIC_0032788,150,103,438,354
11386,ISIC_0032789,169,136,375,349
11387,ISIC_0032790,171,73,422,359
11388,ISIC_0032791,148,91,462,359
11389,ISIC_0032792,173,129,384,326
11390,ISIC_0032793,173,54,455,361
11391,ISIC_0032794,115,47,485,417
11392,ISIC_0032795,190,148,370,321
11393,ISIC_0032796,230,145,363,267
11394,ISIC_0032797,220,136,398,312
11395,ISIC_0032798,197,91,424,321
11396,ISIC_0032799,190,112,373,312
11397,ISIC_0032800,183,96,431,340
11398,ISIC_0032801,124,54,471,401
11399,ISIC_0032802,192,152,384,340
11400,ISIC_0032803,218,171,326,274
11401,ISIC_0032804,164,80,408,354
11402,ISIC_0032805,190,157,377,328
11403,ISIC_0032806,120,59,457,384
11404,ISIC_0032807,143,77,462,361
11405,ISIC_0032808,157,138,387,354
11406,ISIC_0032809,129,80,445,373
11407,ISIC_0032810,223,145,382,305
11408,ISIC_0032811,213,150,352,284
11409,ISIC_0032812,258,178,340,244
11410,ISIC_0032813,98,75,476,389
11411,ISIC_0032814,239,148,366,291
11412,ISIC_0032815,110,108,398,363
11413,ISIC_0032816,209,150,380,316
11414,ISIC_0032817,206,145,345,291
11415,ISIC_0032818,124,87,459,368
11416,ISIC_0032819,155,94,420,361
11417,ISIC_0032820,105,66,488,370
11418,ISIC_0032821,188,101,417,314
11419,ISIC_0032822,173,127,370,326
11420,ISIC_0032823,63,45,516,401
11421,ISIC_0032824,225,162,349,279
11422,ISIC_0032825,223,129,368,295
11423,ISIC_0032826,131,47,466,380
11424,ISIC_0032827,122,56,480,373
11425,ISIC_0032828,124,54,488,396
11426,ISIC_0032829,84,68,499,370
11427,ISIC_0032830,38,40,497,415
11428,ISIC_0032831,223,157,342,291
11429,ISIC_0032832,178,115,410,333
11430,ISIC_0032833,244,141,354,260
11431,ISIC_0032834,150,98,424,328
11432,ISIC_0032835,169,75,436,366
11433,ISIC_0032836,87,40,516,410
11434,ISIC_0032837,171,112,415,321
11435,ISIC_0032838,216,166,354,298
11436,ISIC_0032839,178,108,394,323
11437,ISIC_0032840,164,150,401,361
11438,ISIC_0032841,180,68,431,368
11439,ISIC_0032842,197,127,377,302
11440,ISIC_0032843,162,82,424,354
11441,ISIC_0032844,202,129,363,312
11442,ISIC_0032845,145,84,424,373
11443,ISIC_0032846,220,124,389,298
11444,ISIC_0032847,164,96,420,342
11445,ISIC_0032848,162,82,394,363
11446,ISIC_0032849,192,101,429,352
11447,ISIC_0032850,195,143,349,302
11448,ISIC_0032851,188,124,377,314
11449,ISIC_0032852,143,101,349,347
11450,ISIC_0032853,162,110,422,335
11451,ISIC_0032854,216,141,410,349
11452,ISIC_0032855,234,159,307,239
11453,ISIC_0032856,166,115,429,347
11454,ISIC_0032857,206,157,389,345
11455,ISIC_0032858,190,120,431,323
11456,ISIC_0032859,248,192,345,279
11457,ISIC_0032860,213,131,391,309
11458,ISIC_0032861,166,103,410,359
11459,ISIC_0032862,143,96,424,389
11460,ISIC_0032863,218,127,387,323
11461,ISIC_0032864,180,115,417,335
11462,ISIC_0032865,246,155,380,274
11463,ISIC_0032866,103,21,499,394
11464,ISIC_0032867,251,159,366,267
11465,ISIC_0032868,169,115,424,349
11466,ISIC_0032869,176,101,420,345
11467,ISIC_0032870,120,45,480,405
11468,ISIC_0032871,148,91,431,352
11469,ISIC_0032872,124,59,471,354
11470,ISIC_0032873,122,14,530,417
11471,ISIC_0032874,155,73,415,356
11472,ISIC_0032875,169,108,427,345
11473,ISIC_0032876,171,73,434,377
11474,ISIC_0032877,145,77,464,366
11475,ISIC_0032878,150,115,441,338
11476,ISIC_0032879,152,82,434,347
11477,ISIC_0032880,112,40,539,394
11478,ISIC_0032881,223,162,352,291
11479,ISIC_0032882,202,143,377,316
11480,ISIC_0032883,94,75,459,377
11481,ISIC_0032884,150,68,424,356
11482,ISIC_0032885,216,138,401,316
11483,ISIC_0032886,258,157,340,234
11484,ISIC_0032887,148,101,382,342
11485,ISIC_0032888,84,56,541,366
11486,ISIC_0032889,155,101,405,352
11487,ISIC_0032890,129,70,389,377
11488,ISIC_0032891,246,159,340,248
11489,ISIC_0032892,148,73,462,382
11490,ISIC_0032893,232,166,349,279
11491,ISIC_0032894,169,108,408,342
11492,ISIC_0032895,162,112,455,391
11493,ISIC_0032896,157,61,438,396
11494,ISIC_0032897,195,108,408,333
11495,ISIC_0032898,105,63,490,415
11496,ISIC_0032899,183,148,389,316
11497,ISIC_0032900,122,77,478,375
11498,ISIC_0032901,136,115,394,312
11499,ISIC_0032902,188,103,431,330
11500,ISIC_0032903,190,141,380,338
11501,ISIC_0032904,171,103,387,319
11502,ISIC_0032905,136,59,478,387
11503,ISIC_0032906,220,152,375,300
11504,ISIC_0032907,108,70,450,396
11505,ISIC_0032908,115,73,436,389
11506,ISIC_0032909,103,70,443,389
11507,ISIC_0032910,204,159,354,300
11508,ISIC_0032911,183,117,391,328
11509,ISIC_0032912,209,110,420,349
11510,ISIC_0032913,188,117,391,330
11511,ISIC_0032914,227,103,417,321
11512,ISIC_0032915,98,66,450,361
11513,ISIC_0032916,152,70,462,363
11514,ISIC_0032917,120,68,499,380
11515,ISIC_0032918,192,103,389,328
11516,ISIC_0032919,237,159,349,253
11517,ISIC_0032920,108,82,471,398
11518,ISIC_0032921,218,129,391,316
11519,ISIC_0032922,91,52,478,389
11520,ISIC_0032923,143,70,452,356
11521,ISIC_0032924,171,115,408,370
11522,ISIC_0032925,176,129,389,319
11523,ISIC_0032926,120,89,492,366
11524,ISIC_0032927,188,98,438,370
11525,ISIC_0032928,173,131,415,352
11526,ISIC_0032929,185,112,424,345
11527,ISIC_0032930,164,96,450,347
11528,ISIC_0032931,150,80,457,363
11529,ISIC_0032932,166,112,410,347
11530,ISIC_0032933,220,155,382,319
11531,ISIC_0032934,120,66,488,377
11532,ISIC_0032935,176,115,396,361
11533,ISIC_0032936,117,59,443,384
11534,ISIC_0032937,136,84,431,363
11535,ISIC_0032938,192,103,422,323
11536,ISIC_0032939,204,96,405,316
11537,ISIC_0032940,112,73,457,394
11538,ISIC_0032941,148,105,434,342
11539,ISIC_0032942,131,82,476,373
11540,ISIC_0032943,91,23,492,415
11541,ISIC_0032944,188,120,412,307
11542,ISIC_0032945,209,129,363,291
11543,ISIC_0032946,138,75,466,363
11544,ISIC_0032947,220,150,370,293
11545,ISIC_0032948,115,66,441,396
11546,ISIC_0032949,192,124,373,323
11547,ISIC_0032950,195,141,375,333
11548,ISIC_0032951,178,122,424,333
11549,ISIC_0032952,68,47,506,396
11550,ISIC_0032953,288,136,347,197
11551,ISIC_0032954,237,159,356,286
11552,ISIC_0032955,173,98,427,333
11553,ISIC_0032956,98,70,480,401
11554,ISIC_0032957,190,141,384,302
11555,ISIC_0032958,141,96,466,359
11556,ISIC_0032959,204,117,394,309
11557,ISIC_0032960,136,84,441,359
11558,ISIC_0032961,73,61,471,408
11559,ISIC_0032962,192,117,389,340
11560,ISIC_0032963,178,134,377,340
11561,ISIC_0032964,157,129,373,368
11562,ISIC_0032965,117,82,420,370
11563,ISIC_0032966,223,166,338,267
11564,ISIC_0032967,124,68,462,366
11565,ISIC_0032968,117,73,464,394
11566,ISIC_0032969,183,115,375,307
11567,ISIC_0032970,152,115,438,377
11568,ISIC_0032971,159,59,422,366
11569,ISIC_0032972,117,14,497,405
11570,ISIC_0032973,56,63,480,403
11571,ISIC_0032974,162,143,382,354
11572,ISIC_0032975,101,73,490,368
11573,ISIC_0032976,166,101,457,349
11574,ISIC_0032977,220,150,340,284
11575,ISIC_0032978,124,96,490,394
11576,ISIC_0032979,110,89,434,361
11577,ISIC_0032980,237,143,401,305
11578,ISIC_0032981,157,112,429,377
11579,ISIC_0032982,248,176,359,284
11580,ISIC_0032983,218,115,405,319
11581,ISIC_0032984,197,120,375,316
11582,ISIC_0032985,117,70,441,394
11583,ISIC_0032986,148,56,452,377
11584,ISIC_0032987,159,103,420,335
11585,ISIC_0032988,138,108,448,370
11586,ISIC_0032989,195,124,394,323
11587,ISIC_0032990,110,54,466,398
11588,ISIC_0032991,141,68,450,377
11589,ISIC_0032992,101,68,455,375
11590,ISIC_0032993,87,66,478,384
11591,ISIC_0032994,120,80,480,387
11592,ISIC_0032995,136,110,436,373
11593,ISIC_0032996,188,155,361,319
11594,ISIC_0032997,197,68,412,356
11595,ISIC_0032998,237,155,366,284
11596,ISIC_0032999,246,164,354,267
11597,ISIC_0033000,164,101,424,366
11598,ISIC_0033001,180,112,410,326
11599,ISIC_0033002,253,169,342,265
11600,ISIC_0033003,227,152,354,281
11601,ISIC_0033004,159,77,450,368
11602,ISIC_0033005,192,122,396,319
11603,ISIC_0033006,246,143,375,284
11604,ISIC_0033007,171,87,431,359
11605,ISIC_0033008,171,56,420,356
11606,ISIC_0033009,220,157,384,309
11607,ISIC_0033010,94,56,527,408
11608,ISIC_0033011,129,80,488,382
11609,ISIC_0033012,213,115,396,307
11610,ISIC_0033013,171,94,431,342
11611,ISIC_0033014,253,164,352,246
11612,ISIC_0033015,120,87,464,373
11613,ISIC_0033016,70,52,473,408
11614,ISIC_0033017,180,91,389,321
11615,ISIC_0033018,227,171,340,279
11616,ISIC_0033019,188,124,389,312
11617,ISIC_0033020,171,105,405,359
11618,ISIC_0033021,112,75,455,382
11619,ISIC_0033022,152,101,431,345
11620,ISIC_0033023,120,80,476,370
11621,ISIC_0033024,173,136,368,333
11622,ISIC_0033025,91,49,466,405
11623,ISIC_0033026,180,127,391,338
11624,ISIC_0033027,220,152,347,279
11625,ISIC_0033028,260,171,349,274
11626,ISIC_0033029,178,120,380,321
11627,ISIC_0033030,171,63,422,323
11628,ISIC_0033031,169,112,415,352
11629,ISIC_0033032,131,91,476,342
11630,ISIC_0033033,204,138,373,309
11631,ISIC_0033034,173,98,427,366
11632,ISIC_0033035,117,56,469,387
11633,ISIC_0033036,159,68,420,356
11634,ISIC_0033037,143,108,387,326
11635,ISIC_0033038,134,68,464,389
11636,ISIC_0033039,169,89,382,361
11637,ISIC_0033040,180,110,375,345
11638,ISIC_0033041,258,162,366,265
11639,ISIC_0033042,195,131,396,321
11640,ISIC_0033043,150,66,466,389
11641,ISIC_0033044,239,195,366,305
11642,ISIC_0033045,124,87,478,361
11643,ISIC_0033046,206,129,380,284
11644,ISIC_0033047,157,115,448,349
11645,ISIC_0033048,234,169,354,288
11646,ISIC_0033049,180,159,375,323
11647,ISIC_0033050,138,70,473,387
11648,ISIC_0033051,169,87,436,349
11649,ISIC_0033052,136,82,405,356
11650,ISIC_0033053,150,73,466,389
11651,ISIC_0033054,136,77,438,380
11652,ISIC_0033055,77,49,485,417
11653,ISIC_0033056,103,47,497,366
11654,ISIC_0033057,138,122,403,354
11655,ISIC_0033058,197,145,396,354
11656,ISIC_0033059,138,70,403,368
11657,ISIC_0033060,216,148,340,284
11658,ISIC_0033061,103,9,506,422
11659,ISIC_0033062,91,70,511,415
11660,ISIC_0033063,103,63,473,368
11661,ISIC_0033064,209,127,394,314
11662,ISIC_0033065,248,157,359,262
11663,ISIC_0033066,122,73,450,375
11664,ISIC_0033067,209,141,384,319
11665,ISIC_0033068,234,138,377,295
11666,ISIC_0033069,157,127,398,359
11667,ISIC_0033070,244,141,345,246
11668,ISIC_0033071,117,68,488,368
11669,ISIC_0033072,192,157,354,295
11670,ISIC_0033073,195,138,401,335
11671,ISIC_0033074,176,124,373,300
11672,ISIC_0033075,211,131,359,291
11673,ISIC_0033076,253,148,366,262
11674,ISIC_0033077,183,148,398,312
11675,ISIC_0033078,223,150,352,291
11676,ISIC_0033079,61,66,473,410
11677,ISIC_0033080,110,110,527,401
11678,ISIC_0033081,108,75,478,387
11679,ISIC_0033082,150,96,417,328
11680,ISIC_0033083,155,61,438,377
11681,ISIC_0033084,145,63,523,401
11682,ISIC_0033085,218,145,405,340
11683,ISIC_0033086,136,82,420,375
11684,ISIC_0033087,89,77,457,394
11685,ISIC_0033088,91,66,513,375
