fname,x1,y1,x2,y2
ISIC_0029605,136,101,459,403
ISIC_0029606,195,136,380,314
ISIC_0029607,136,124,401,361
ISIC_0029608,185,103,415,305
ISIC_0029609,101,56,488,420
ISIC_0029610,143,98,441,347
ISIC_0029611,138,49,471,366
ISIC_0029612,145,82,445,356
ISIC_0029613,110,28,469,389
ISIC_0029614,225,145,417,321
ISIC_0029615,185,108,408,328
ISIC_0029616,180,134,424,366
ISIC_0029617,213,164,361,309
ISIC_0029618,70,38,518,420
ISIC_0029619,150,63,457,373
ISIC_0029620,103,56,488,403
ISIC_0029621,143,84,457,375
ISIC_0029622,112,40,490,408
ISIC_0029623,82,28,511,424
ISIC_0029624,101,42,504,438
ISIC_0029625,108,56,527,431
ISIC_0029626,112,40,495,443
ISIC_0029627,105,68,464,398
ISIC_0029628,159,122,391,347
ISIC_0029629,162,94,420,345
ISIC_0029630,87,40,471,398
ISIC_0029631,110,68,495,417
ISIC_0029632,110,80,459,417
ISIC_0029633,110,73,464,394
ISIC_0029634,70,84,457,394
ISIC_0029635,124,87,478,401
ISIC_0029636,206,148,359,286
ISIC_0029637,103,49,485,427
ISIC_0029638,171,124,429,380
ISIC_0029639,169,101,420,345
ISIC_0029640,112,35,502,403
ISIC_0029641,204,134,382,298
ISIC_0029642,59,80,459,443
ISIC_0029643,112,38,497,412
ISIC_0029644,134,75,443,361
ISIC_0029645,197,148,401,326
ISIC_0029646,59,23,488,438
ISIC_0029647,124,61,455,370
ISIC_0029648,117,40,513,422
ISIC_0029649,131,87,427,405
ISIC_0029650,255,176,333,258
ISIC_0029651,145,96,473,377
ISIC_0029652,157,96,443,384
ISIC_0029653,260,164,354,270
ISIC_0029654,197,101,471,375
ISIC_0029655,185,127,417,347
ISIC_0029656,255,199,319,267
ISIC_0029657,105,38,483,408
ISIC_0029658,141,89,448,370
ISIC_0029659,145,108,457,380
ISIC_0029660,227,134,401,319
ISIC_0029661,70,56,480,417
ISIC_0029662,202,141,389,326
ISIC_0029663,82,45,509,429
ISIC_0029664,230,150,370,305
ISIC_0029665,220,171,410,328
ISIC_0029666,21,21,572,445
ISIC_0029667,171,124,422,354
ISIC_0029668,188,124,382,302
ISIC_0029669,195,138,417,330
ISIC_0029670,185,129,396,328
ISIC_0029671,136,87,469,366
ISIC_0029672,176,75,424,316
ISIC_0029673,87,66,466,403
ISIC_0029674,227,150,361,279
ISIC_0029675,183,143,408,340
ISIC_0029676,82,56,504,410
ISIC_0029677,164,112,450,363
ISIC_0029678,183,141,396,328
ISIC_0029679,138,94,464,382
ISIC_0029680,68,35,506,398
ISIC_0029681,171,105,424,359
ISIC_0029682,108,75,473,387
ISIC_0029683,33,33,539,394
ISIC_0029684,89,45,497,410
ISIC_0029685,152,98,405,314
ISIC_0029686,80,54,511,415
ISIC_0029687,239,173,347,291
ISIC_0029688,164,84,450,359
ISIC_0029689,84,40,495,387
ISIC_0029690,180,122,405,342
ISIC_0029691,136,75,455,382
ISIC_0029692,98,61,485,412
ISIC_0029693,145,110,443,345
ISIC_0029694,103,66,445,373
ISIC_0029695,84,54,483,408
ISIC_0029696,152,105,450,349
ISIC_0029697,173,127,396,352
ISIC_0029698,131,66,450,387
ISIC_0029699,199,136,377,326
ISIC_0029700,192,80,415,312
ISIC_0029701,108,84,431,375
ISIC_0029702,94,91,499,396
ISIC_0029703,124,68,473,366
ISIC_0029704,59,68,502,412
ISIC_0029705,171,124,410,352
ISIC_0029706,89,35,483,429
ISIC_0029707,112,59,417,370
ISIC_0029708,157,120,370,333
ISIC_0029709,96,45,495,405
ISIC_0029710,164,82,448,352
ISIC_0029711,108,38,450,380
ISIC_0029712,192,122,478,363
ISIC_0029713,108,68,462,396
ISIC_0029714,155,82,464,391
ISIC_0029715,178,120,420,363
ISIC_0029716,98,40,520,431
ISIC_0029717,117,45,483,391
ISIC_0029718,110,54,509,438
ISIC_0029719,89,91,518,373
ISIC_0029720,248,176,342,274
ISIC_0029721,103,52,511,403
ISIC_0029722,145,77,448,359
ISIC_0029723,173,91,422,333
ISIC_0029724,122,30,490,403
ISIC_0029725,255,173,354,274
ISIC_0029726,70,38,518,434
ISIC_0029727,145,68,469,354
ISIC_0029728,239,169,384,314
ISIC_0029729,190,136,377,300
ISIC_0029730,56,49,532,401
ISIC_0029731,127,87,462,382
ISIC_0029732,124,59,483,370
ISIC_0029733,199,159,361,328
ISIC_0029734,169,108,408,345
ISIC_0029735,213,159,366,300
ISIC_0029736,202,159,417,359
ISIC_0029737,80,12,525,410
ISIC_0029738,169,129,377,319
ISIC_0029739,134,45,466,401
ISIC_0029740,45,47,488,412
ISIC_0029741,112,56,480,410
ISIC_0029742,192,117,401,333
ISIC_0029743,117,63,504,403
ISIC_0029744,59,38,511,401
ISIC_0029745,185,127,373,305
ISIC_0029746,84,38,495,389
ISIC_0029747,230,136,377,277
ISIC_0029748,89,68,492,396
ISIC_0029749,195,112,382,300
ISIC_0029750,150,54,480,347
ISIC_0029751,87,28,488,410
ISIC_0029752,232,166,366,291
ISIC_0029753,131,42,483,394
ISIC_0029754,150,59,473,380
ISIC_0029755,253,157,361,260
ISIC_0029756,216,148,354,281
ISIC_0029757,197,68,445,345
ISIC_0029758,110,82,459,401
ISIC_0029759,262,178,340,262
ISIC_0029760,159,91,427,335
ISIC_0029761,136,101,443,382
ISIC_0029762,188,120,384,295
ISIC_0029763,131,73,457,380
ISIC_0029764,143,94,469,368
ISIC_0029765,155,89,478,361
ISIC_0029766,145,54,427,326
ISIC_0029767,122,54,478,422
ISIC_0029768,134,80,448,345
ISIC_0029769,105,63,525,405
ISIC_0029770,155,73,473,354
ISIC_0029771,213,159,398,338
ISIC_0029772,209,103,415,295
ISIC_0029773,169,96,436,370
ISIC_0029774,84,21,490,417
ISIC_0029775,117,77,448,345
ISIC_0029776,127,87,462,394
ISIC_0029777,103,63,483,420
ISIC_0029778,115,66,450,380
ISIC_0029779,204,136,368,295
ISIC_0029780,91,70,457,415
ISIC_0029781,157,96,434,359
ISIC_0029782,152,115,420,373
ISIC_0029783,220,152,380,309
ISIC_0029784,183,110,380,305
ISIC_0029785,112,56,497,401
ISIC_0029786,112,59,469,382
ISIC_0029787,138,77,441,377
ISIC_0029788,148,80,473,356
ISIC_0029789,206,134,366,316
ISIC_0029790,157,94,427,380
ISIC_0029791,82,47,483,391
ISIC_0029792,239,169,345,281
ISIC_0029793,103,59,476,403
ISIC_0029794,220,143,410,326
ISIC_0029795,127,33,492,429
ISIC_0029796,112,108,443,373
ISIC_0029797,143,59,490,408
ISIC_0029798,152,73,459,356
ISIC_0029799,131,80,462,377
ISIC_0029800,105,73,457,382
ISIC_0029801,112,52,459,405
ISIC_0029802,162,75,415,359
ISIC_0029803,157,117,441,373
ISIC_0029804,127,77,464,396
ISIC_0029805,206,138,412,328
ISIC_0029806,73,45,497,434
ISIC_0029807,117,82,455,398
ISIC_0029808,176,80,441,345
ISIC_0029809,145,87,434,356
ISIC_0029810,176,115,422,352
ISIC_0029811,108,54,497,398
ISIC_0029812,204,150,396,326
ISIC_0029813,131,63,471,415
ISIC_0029814,45,21,525,417
ISIC_0029815,136,89,448,373
ISIC_0029816,209,101,441,319
ISIC_0029817,239,120,394,272
ISIC_0029818,112,49,490,396
ISIC_0029819,84,33,511,408
ISIC_0029820,91,45,490,394
ISIC_0029821,141,84,469,391
ISIC_0029822,162,54,438,382
ISIC_0029823,204,127,417,335
ISIC_0029824,162,91,422,335
ISIC_0029825,195,136,389,328
ISIC_0029826,206,136,420,328
ISIC_0029827,152,77,443,361
ISIC_0029828,101,49,471,389
ISIC_0029829,197,129,384,312
ISIC_0029830,148,82,464,363
ISIC_0029831,152,115,417,366
ISIC_0029832,94,56,499,417
ISIC_0029833,75,45,520,415
ISIC_0029834,202,105,373,265
ISIC_0029835,70,40,537,429
ISIC_0029836,164,120,396,340
ISIC_0029837,232,164,363,295
ISIC_0029838,136,77,450,408
ISIC_0029839,117,82,452,380
ISIC_0029840,138,75,488,387
ISIC_0029841,124,66,499,403
ISIC_0029842,197,47,450,326
ISIC_0029843,138,96,455,370
ISIC_0029844,40,9,532,438
ISIC_0029845,260,185,338,270
ISIC_0029846,239,164,340,270
ISIC_0029847,246,173,342,286
ISIC_0029848,124,122,396,380
ISIC_0029849,192,148,408,356
ISIC_0029850,159,110,441,377
ISIC_0029851,47,30,544,448
ISIC_0029852,155,63,478,405
ISIC_0029853,103,38,492,361
ISIC_0029854,162,96,405,333
ISIC_0029855,148,54,459,380
ISIC_0029856,141,115,417,342
ISIC_0029857,180,112,405,338
ISIC_0029858,197,91,448,319
ISIC_0029859,77,47,497,408
ISIC_0029860,73,98,466,394
ISIC_0029861,169,101,420,345
ISIC_0029862,190,138,405,321
ISIC_0029863,136,98,366,307
ISIC_0029864,89,49,485,443
ISIC_0029865,148,63,469,366
ISIC_0029866,166,87,452,345
ISIC_0029867,136,66,441,366
ISIC_0029868,173,96,448,391
ISIC_0029869,73,38,434,389
ISIC_0029870,70,19,530,445
ISIC_0029871,115,61,485,403
ISIC_0029872,127,40,490,445
ISIC_0029873,124,38,483,389
ISIC_0029874,134,112,431,359
ISIC_0029875,84,77,537,530
ISIC_0029876,169,73,448,349
ISIC_0029877,101,33,499,391
ISIC_0029878,68,61,518,415
ISIC_0029879,251,188,330,272
ISIC_0029880,73,66,471,384
ISIC_0029881,110,68,488,396
ISIC_0029882,103,52,495,424
ISIC_0029883,112,112,398,368
ISIC_0029884,54,14,534,438
ISIC_0029885,115,77,504,373
ISIC_0029886,120,82,429,380
ISIC_0029887,155,96,441,363
ISIC_0029888,127,68,473,403
ISIC_0029889,260,180,338,260
ISIC_0029890,185,138,420,345
ISIC_0029891,122,63,492,387
ISIC_0029892,157,70,443,338
ISIC_0029893,152,101,398,356
ISIC_0029894,239,192,373,321
ISIC_0029895,138,56,473,398
ISIC_0029896,103,89,448,401
ISIC_0029897,124,84,459,368
ISIC_0029898,180,120,405,347
ISIC_0029899,185,103,412,375
ISIC_0029900,197,122,429,340
ISIC_0029901,164,129,427,370
ISIC_0029902,237,185,338,288
ISIC_0029903,124,61,459,403
ISIC_0029904,190,145,398,333
ISIC_0029905,148,98,436,375
ISIC_0029906,115,30,488,391
ISIC_0029907,195,136,448,340
ISIC_0029908,169,94,436,352
ISIC_0029909,91,54,502,410
ISIC_0029910,101,40,511,398
ISIC_0029911,122,75,429,361
ISIC_0029912,185,127,398,305
ISIC_0029913,241,169,330,262
ISIC_0029914,42,61,516,424
ISIC_0029915,244,162,356,300
ISIC_0029916,143,63,466,384
ISIC_0029917,169,115,434,340
ISIC_0029918,169,122,354,302
ISIC_0029919,173,96,391,328
ISIC_0029920,253,180,338,270
ISIC_0029921,98,54,523,422
ISIC_0029922,75,35,509,401
ISIC_0029923,68,28,530,429
ISIC_0029924,173,89,441,342
ISIC_0029925,171,148,410,333
ISIC_0029926,248,169,326,246
ISIC_0029927,195,148,368,316
ISIC_0029928,80,19,523,427
ISIC_0029929,124,108,457,366
ISIC_0029930,169,108,438,391
ISIC_0029931,66,49,490,405
ISIC_0029932,122,75,466,380
ISIC_0029933,171,120,464,396
ISIC_0029934,188,94,410,314
ISIC_0029935,185,75,457,366
ISIC_0029936,173,91,459,359
ISIC_0029937,129,103,434,361
ISIC_0029938,45,-2,555,469
ISIC_0029939,143,77,396,340
ISIC_0029940,91,35,523,415
ISIC_0029941,14,9,539,457
ISIC_0029942,166,84,420,340
ISIC_0029943,232,166,401,347
ISIC_0029944,143,96,427,359
ISIC_0029945,239,166,354,281
ISIC_0029946,127,26,509,424
ISIC_0029947,267,178,366,272
ISIC_0029948,134,87,464,375
ISIC_0029949,152,98,471,377
ISIC_0029950,143,73,420,335
ISIC_0029951,176,117,394,307
ISIC_0029952,98,35,523,415
ISIC_0029953,63,82,513,373
ISIC_0029954,63,47,506,436
ISIC_0029955,157,96,448,366
ISIC_0029956,105,40,511,396
ISIC_0029957,141,112,394,338
ISIC_0029958,70,42,513,422
ISIC_0029959,227,150,443,359
ISIC_0029960,180,87,427,328
ISIC_0029961,157,89,434,361
ISIC_0029962,105,84,459,387
ISIC_0029963,145,117,420,340
ISIC_0029964,110,52,469,401
ISIC_0029965,230,63,398,267
ISIC_0029966,152,129,394,349
ISIC_0029967,155,108,445,366
ISIC_0029968,188,63,438,316
ISIC_0029969,166,84,361,270
ISIC_0029970,216,148,396,319
ISIC_0029971,162,33,478,391
ISIC_0029972,178,66,436,347
ISIC_0029973,103,56,457,391
ISIC_0029974,108,73,455,382
ISIC_0029975,274,183,408,316
ISIC_0029976,110,82,471,373
ISIC_0029977,84,9,513,441
ISIC_0029978,84,61,480,389
ISIC_0029979,169,120,441,373
ISIC_0029980,98,35,499,431
ISIC_0029981,157,82,464,363
ISIC_0029982,232,143,387,288
ISIC_0029983,115,63,476,396
ISIC_0029984,141,138,363,356
ISIC_0029985,183,117,415,302
ISIC_0029986,84,68,513,384
ISIC_0029987,98,59,499,424
ISIC_0029988,63,35,520,443
ISIC_0029989,108,75,511,415
ISIC_0029990,117,49,436,356
ISIC_0029991,157,66,459,363
ISIC_0029992,112,75,441,377
ISIC_0029993,253,169,420,328
ISIC_0029994,96,47,504,412
ISIC_0029995,120,42,488,410
ISIC_0029996,145,63,452,375
ISIC_0029997,91,63,452,382
ISIC_0029998,124,143,398,347
ISIC_0029999,157,52,445,373
ISIC_0030000,124,59,443,377
ISIC_0030001,84,28,518,436
ISIC_0030002,89,45,480,401
ISIC_0030003,143,73,455,380
ISIC_0030004,131,54,448,394
ISIC_0030005,129,75,478,384
ISIC_0030006,63,33,502,373
ISIC_0030007,124,21,499,427
ISIC_0030008,239,166,349,288
ISIC_0030009,115,59,499,410
ISIC_0030010,241,166,340,262
ISIC_0030011,110,73,455,380
ISIC_0030012,152,91,476,368
ISIC_0030013,162,89,422,342
ISIC_0030014,237,155,382,279
ISIC_0030015,141,91,403,377
ISIC_0030016,225,141,427,342
ISIC_0030017,159,68,436,368
ISIC_0030018,129,28,466,398
ISIC_0030019,209,145,366,300
ISIC_0030020,134,45,488,417
ISIC_0030021,162,112,427,328
ISIC_0030022,84,30,502,394
ISIC_0030023,89,63,478,368
ISIC_0030024,117,38,476,403
ISIC_0030025,112,61,478,424
ISIC_0030026,143,82,441,384
ISIC_0030027,164,120,417,354
ISIC_0030028,141,80,445,370
ISIC_0030029,82,52,457,427
ISIC_0030030,180,105,424,345
ISIC_0030031,136,77,443,363
ISIC_0030032,162,98,464,328
ISIC_0030033,150,103,443,347
ISIC_0030034,120,66,497,394
ISIC_0030035,209,129,323,244
ISIC_0030036,127,87,490,398
ISIC_0030037,145,80,457,370
ISIC_0030038,251,166,373,286
ISIC_0030039,159,105,443,356
ISIC_0030040,162,80,471,382
ISIC_0030041,75,40,492,429
ISIC_0030042,162,33,473,347
ISIC_0030043,150,75,476,380
ISIC_0030044,101,30,488,422
ISIC_0030045,112,75,469,382
ISIC_0030046,89,54,478,396
ISIC_0030047,162,120,387,319
ISIC_0030048,94,61,492,401
ISIC_0030049,150,138,387,359
ISIC_0030050,127,94,455,401
ISIC_0030051,68,21,509,417
ISIC_0030052,89,45,469,415
ISIC_0030053,241,180,330,267
ISIC_0030054,251,103,412,279
ISIC_0030055,171,87,448,366
ISIC_0030056,52,23,555,448
ISIC_0030057,220,124,415,309
ISIC_0030058,244,136,431,309
ISIC_0030059,188,98,412,342
ISIC_0030060,117,89,410,352
ISIC_0030061,253,173,396,312
ISIC_0030062,124,40,485,396
ISIC_0030063,260,185,340,267
ISIC_0030064,234,152,387,302
ISIC_0030065,110,61,513,389
ISIC_0030066,96,12,492,436
ISIC_0030067,110,75,476,377
ISIC_0030068,94,52,462,417
ISIC_0030069,101,59,488,375
ISIC_0030070,260,197,321,262
ISIC_0030071,227,150,412,340
ISIC_0030072,195,103,401,328
ISIC_0030073,120,59,504,391
ISIC_0030074,185,103,417,354
ISIC_0030075,157,103,422,377
ISIC_0030076,98,49,483,384
ISIC_0030077,162,49,457,354
ISIC_0030078,143,70,471,384
ISIC_0030079,237,185,387,335
ISIC_0030080,141,89,469,387
ISIC_0030081,162,129,415,330
ISIC_0030082,91,52,511,391
ISIC_0030083,108,52,488,382
ISIC_0030084,124,63,429,361
ISIC_0030085,178,122,387,300
ISIC_0030086,148,96,445,363
ISIC_0030087,112,56,476,412
ISIC_0030088,89,49,518,405
ISIC_0030089,241,169,352,277
ISIC_0030090,157,91,455,345
ISIC_0030091,157,108,443,340
ISIC_0030092,84,12,499,424
ISIC_0030093,150,77,448,382
ISIC_0030094,173,117,405,333
ISIC_0030095,89,59,478,380
ISIC_0030096,150,94,445,368
ISIC_0030097,171,110,387,328
ISIC_0030098,101,40,488,427
ISIC_0030099,220,120,410,312
ISIC_0030100,138,56,438,396
ISIC_0030101,211,98,398,298
ISIC_0030102,232,115,441,300
ISIC_0030103,124,68,466,377
ISIC_0030104,218,136,427,359
ISIC_0030105,171,103,412,345
ISIC_0030106,96,38,480,415
ISIC_0030107,202,122,429,354
ISIC_0030108,98,28,513,412
ISIC_0030109,68,23,534,424
ISIC_0030110,80,63,476,396
ISIC_0030111,77,35,520,427
ISIC_0030112,127,56,478,389
ISIC_0030113,68,38,476,422
ISIC_0030114,166,129,368,300
ISIC_0030115,127,56,464,420
ISIC_0030116,162,40,459,326
ISIC_0030117,169,124,415,335
ISIC_0030118,66,47,539,417
ISIC_0030119,77,40,502,408
ISIC_0030120,169,117,438,366
ISIC_0030121,141,66,450,377
ISIC_0030122,164,108,441,338
ISIC_0030123,227,152,377,295
ISIC_0030124,134,26,504,359
ISIC_0030125,220,138,361,284
ISIC_0030126,75,28,499,427
ISIC_0030127,232,166,347,279
ISIC_0030128,183,80,469,352
ISIC_0030129,157,82,438,338
ISIC_0030130,49,19,553,445
ISIC_0030131,98,35,511,396
ISIC_0030132,103,70,480,415
ISIC_0030133,120,66,504,396
ISIC_0030134,73,40,492,448
ISIC_0030135,148,98,417,328
ISIC_0030136,105,120,476,384
ISIC_0030137,108,47,488,408
ISIC_0030138,230,159,368,295
ISIC_0030139,211,185,354,312
ISIC_0030140,248,145,408,300
ISIC_0030141,117,49,478,363
ISIC_0030142,82,66,478,405
ISIC_0030143,192,150,363,347
ISIC_0030144,230,159,338,270
ISIC_0030145,180,101,431,361
ISIC_0030146,134,91,457,391
ISIC_0030147,145,61,480,382
ISIC_0030148,143,101,476,377
ISIC_0030149,124,61,443,398
ISIC_0030150,112,70,464,417
ISIC_0030151,82,68,488,405
ISIC_0030152,61,23,520,427
ISIC_0030153,136,35,459,380
ISIC_0030154,127,108,488,420
ISIC_0030155,223,162,363,305
ISIC_0030156,185,124,396,338
ISIC_0030157,38,-12,551,450
ISIC_0030158,61,30,513,431
ISIC_0030159,239,162,377,295
ISIC_0030160,138,63,478,410
ISIC_0030161,176,84,394,293
ISIC_0030162,216,159,412,338
ISIC_0030163,105,56,495,422
ISIC_0030164,138,82,443,387
ISIC_0030165,206,134,373,291
ISIC_0030166,183,96,436,352
ISIC_0030167,108,56,469,384
ISIC_0030168,66,45,483,420
ISIC_0030169,94,54,511,412
ISIC_0030170,220,145,455,361
ISIC_0030171,244,159,356,265
ISIC_0030172,141,103,422,345
ISIC_0030173,115,77,464,375
ISIC_0030174,66,45,497,429
ISIC_0030175,68,19,551,436
ISIC_0030176,171,115,420,340
ISIC_0030177,220,131,412,307
ISIC_0030178,70,42,511,403
ISIC_0030179,14,7,572,452
ISIC_0030180,148,103,420,356
ISIC_0030181,183,127,391,338
ISIC_0030182,49,14,504,436
ISIC_0030183,110,40,509,410
ISIC_0030184,227,166,370,307
ISIC_0030185,129,80,427,396
ISIC_0030186,112,40,478,394
ISIC_0030187,124,40,469,387
ISIC_0030188,120,80,483,398
ISIC_0030189,159,110,424,349
ISIC_0030190,199,124,422,359
ISIC_0030191,80,40,490,420
ISIC_0030192,84,49,523,424
ISIC_0030193,143,103,405,316
ISIC_0030194,162,96,450,356
ISIC_0030195,117,73,466,410
ISIC_0030196,70,45,450,394
ISIC_0030197,173,98,417,359
ISIC_0030198,173,124,410,340
ISIC_0030199,127,66,464,403
ISIC_0030200,75,14,506,422
ISIC_0030201,138,94,417,352
ISIC_0030202,108,61,427,408
ISIC_0030203,77,33,527,410
ISIC_0030204,122,66,457,405
ISIC_0030205,75,7,539,420
ISIC_0030206,155,108,429,366
ISIC_0030207,56,66,441,398
ISIC_0030208,183,115,443,333
ISIC_0030209,176,115,405,316
ISIC_0030210,211,152,412,330
ISIC_0030211,61,42,462,403
ISIC_0030212,180,89,466,366
ISIC_0030213,98,45,459,415
ISIC_0030214,195,141,405,354
ISIC_0030215,9,47,450,560
ISIC_0030216,110,49,490,391
ISIC_0030217,84,23,530,405
ISIC_0030218,180,124,405,347
ISIC_0030219,195,84,466,340
ISIC_0030220,131,56,490,384
ISIC_0030221,159,105,436,375
ISIC_0030222,145,70,441,356
ISIC_0030223,52,26,534,434
ISIC_0030224,98,54,509,424
ISIC_0030225,45,40,537,443
ISIC_0030226,192,98,485,368
ISIC_0030227,124,70,434,370
ISIC_0030228,89,59,483,396
ISIC_0030229,237,178,333,270
ISIC_0030230,192,127,398,314
ISIC_0030231,150,101,436,366
ISIC_0030232,171,108,401,328
ISIC_0030233,141,77,478,366
ISIC_0030234,112,38,495,384
ISIC_0030235,134,91,438,396
ISIC_0030236,66,45,459,394
ISIC_0030237,75,47,471,427
ISIC_0030238,82,40,502,410
ISIC_0030239,108,38,502,427
ISIC_0030240,101,47,469,398
ISIC_0030241,105,56,452,387
ISIC_0030242,89,38,504,415
ISIC_0030243,103,70,495,361
ISIC_0030244,218,152,359,288
ISIC_0030245,129,66,488,389
ISIC_0030246,124,54,471,361
ISIC_0030247,218,183,345,307
ISIC_0030248,87,56,504,434
ISIC_0030249,134,77,450,380
ISIC_0030250,42,21,541,438
ISIC_0030251,253,185,382,307
ISIC_0030252,148,89,506,405
ISIC_0030253,218,157,361,291
ISIC_0030254,155,52,417,342
ISIC_0030255,241,180,359,300
ISIC_0030256,157,124,391,352
ISIC_0030257,183,143,370,300
ISIC_0030258,101,87,480,408
ISIC_0030259,122,21,483,394
ISIC_0030260,199,134,401,342
ISIC_0030261,225,134,387,307
ISIC_0030262,169,70,434,319
ISIC_0030263,260,190,323,258
ISIC_0030264,52,54,488,412
ISIC_0030265,150,80,457,356
ISIC_0030266,103,87,499,429
ISIC_0030267,166,91,452,363
ISIC_0030268,91,9,511,424
ISIC_0030269,120,122,408,387
ISIC_0030270,115,66,495,396
ISIC_0030271,178,129,417,323
ISIC_0030272,197,152,389,352
ISIC_0030273,75,68,497,387
ISIC_0030274,131,77,469,394
ISIC_0030275,223,169,345,288
ISIC_0030276,63,12,513,427
ISIC_0030277,112,75,483,401
ISIC_0030278,112,49,476,415
ISIC_0030279,262,180,377,295
ISIC_0030280,117,47,518,398
ISIC_0030281,244,180,363,302
ISIC_0030282,157,96,450,375
ISIC_0030283,173,164,323,314
ISIC_0030284,150,70,464,363
ISIC_0030285,152,68,480,384
ISIC_0030286,134,70,459,387
ISIC_0030287,101,54,513,410
ISIC_0030288,134,68,455,384
ISIC_0030289,54,35,504,422
ISIC_0030290,204,129,480,366
ISIC_0030291,183,134,398,361
ISIC_0030292,148,124,403,375
ISIC_0030293,73,26,520,410
ISIC_0030294,134,103,436,382
ISIC_0030295,220,136,415,312
ISIC_0030296,227,134,403,321
ISIC_0030297,110,70,469,375
ISIC_0030298,138,120,427,401
ISIC_0030299,213,131,373,291
ISIC_0030300,227,176,323,272
ISIC_0030301,115,35,485,408
ISIC_0030302,190,56,457,340
ISIC_0030303,176,108,403,361
ISIC_0030304,204,155,375,309
ISIC_0030305,185,87,452,347
ISIC_0030306,110,52,490,412
ISIC_0030307,136,84,445,361
ISIC_0030308,122,59,483,436
ISIC_0030309,120,91,473,366
ISIC_0030310,82,63,488,412
ISIC_0030311,134,80,452,366
ISIC_0030312,150,87,441,352
ISIC_0030313,223,136,408,333
ISIC_0030314,152,122,441,347
ISIC_0030315,77,19,544,434
ISIC_0030316,162,91,448,389
ISIC_0030317,129,47,473,366
ISIC_0030318,124,94,450,389
ISIC_0030319,115,77,464,401
ISIC_0030320,91,21,525,417
ISIC_0030321,183,103,396,298
ISIC_0030322,108,103,424,398
ISIC_0030323,77,56,469,391
ISIC_0030324,103,68,457,387
ISIC_0030325,171,122,424,352
ISIC_0030326,164,124,398,345
ISIC_0030327,115,42,485,403
ISIC_0030328,101,38,492,405
ISIC_0030329,152,110,436,345
ISIC_0030330,30,30,492,555
ISIC_0030331,56,30,513,445
ISIC_0030332,155,117,412,361
ISIC_0030333,105,91,441,340
ISIC_0030334,223,152,352,284
ISIC_0030335,127,110,443,333
ISIC_0030336,195,145,389,305
ISIC_0030337,127,68,471,377
ISIC_0030338,218,59,457,338
ISIC_0030339,94,63,483,387
ISIC_0030340,173,108,403,338
ISIC_0030341,138,96,436,377
ISIC_0030342,131,42,495,412
ISIC_0030343,150,63,485,396
ISIC_0030344,162,105,427,361
ISIC_0030345,134,73,462,398
ISIC_0030346,143,80,445,370
ISIC_0030347,199,105,420,326
ISIC_0030348,218,141,373,333
ISIC_0030349,180,127,417,347
ISIC_0030350,246,178,326,258
ISIC_0030351,159,49,438,396
ISIC_0030352,143,89,424,375
ISIC_0030353,84,52,518,415
ISIC_0030354,241,145,377,286
ISIC_0030355,209,117,401,298
ISIC_0030356,30,30,488,431
ISIC_0030357,124,14,488,380
ISIC_0030358,206,141,398,345
ISIC_0030359,164,68,473,403
ISIC_0030360,136,73,476,375
ISIC_0030361,84,30,492,403
ISIC_0030362,162,129,431,373
ISIC_0030363,148,70,466,391
ISIC_0030364,150,63,480,373
ISIC_0030365,141,101,466,387
ISIC_0030366,103,14,490,438
ISIC_0030367,180,89,441,359
ISIC_0030368,162,89,429,352
ISIC_0030369,239,159,363,291
ISIC_0030370,169,91,441,370
ISIC_0030371,216,169,345,298
ISIC_0030372,98,77,495,394
ISIC_0030373,117,61,464,384
ISIC_0030374,152,108,424,368
ISIC_0030375,138,80,480,375
ISIC_0030376,82,16,516,434
ISIC_0030377,157,66,405,359
ISIC_0030378,244,178,330,274
ISIC_0030379,124,73,480,420
ISIC_0030380,129,61,495,405
ISIC_0030381,173,115,420,335
ISIC_0030382,68,56,497,387
ISIC_0030383,209,141,401,349
ISIC_0030384,185,96,429,340
ISIC_0030385,89,38,499,424
ISIC_0030386,5,7,520,448
ISIC_0030387,185,136,417,345
ISIC_0030388,110,115,410,384
ISIC_0030389,117,47,466,405
ISIC_0030390,75,66,499,422
ISIC_0030391,202,127,405,316
ISIC_0030392,148,96,436,375
ISIC_0030393,89,35,527,429
ISIC_0030394,145,91,450,408
ISIC_0030395,103,23,497,396
ISIC_0030396,131,73,455,382
ISIC_0030397,152,122,384,328
ISIC_0030398,112,33,480,427
ISIC_0030399,169,117,415,342
ISIC_0030400,108,59,476,391
ISIC_0030401,195,134,384,295
ISIC_0030402,103,59,422,368
ISIC_0030403,166,131,398,345
ISIC_0030404,80,75,537,366
ISIC_0030405,82,42,511,431
ISIC_0030406,173,127,405,345
ISIC_0030407,131,77,450,370
ISIC_0030408,120,91,488,363
ISIC_0030409,180,82,457,380
ISIC_0030410,159,63,450,366
ISIC_0030411,176,91,452,354
ISIC_0030412,141,73,394,335
ISIC_0030413,159,70,457,361
ISIC_0030414,98,35,509,429
ISIC_0030415,178,101,464,354
ISIC_0030416,248,183,361,286
ISIC_0030417,150,77,476,403
ISIC_0030418,122,91,434,356
ISIC_0030419,178,84,450,368
ISIC_0030420,195,136,398,323
ISIC_0030421,96,103,384,345
ISIC_0030422,77,52,502,394
ISIC_0030423,80,68,525,417
ISIC_0030424,152,75,452,354
ISIC_0030425,152,75,480,410
ISIC_0030426,148,70,438,375
